Trend,SQZMOM 1 Momentum,SQZMOM 1 Squeeze,SQZMOM 2 Momentum,SQZMOM 2 Squeeze,Bar 1,Bar 2,Raw Position,Final Position,Score,match_count,p_reach_1.61_UP,p_reach_1.61_DOWN,p_reach_2.5_UP,p_reach_2.5_DOWN,p_reach_3.6_UP,p_reach_3.6_DOWN,p_cont_UP_1.61_TO_2.5,p_cont_UP_2.5_TO_3.6,p_cont_UP_1.61_TO_3.6,p_cont_DOWN_1.61_TO_2.5,p_cont_DOWN_2.5_TO_3.6,p_cont_DOWN_1.61_TO_3.6
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 4,Green Bar Line 6,SHORT,SHORT,-6,8,0.875,0.875,0.875,0.75,0.875,0.75,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.875,0.7777777777777778
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 1,SHORT,SHORT,-6,8,1.0,0.875,0.75,0.875,0.625,0.625,0.7,0.75,0.6,0.8888888888888888,0.6666666666666666,0.6666666666666666
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 5,SHORT,SHORT,-6,8,1.0,1.0,1.0,1.0,1.0,0.875,0.9,0.9,0.9,0.9,0.8,0.8
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 6,Green Bar Line 6,NO TRADE,NO TRADE,0,8,0.875,1.0,0.75,0.625,0.75,0.625,0.7777777777777778,0.875,0.7777777777777778,0.6,0.8571428571428571,0.6
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 4,SHORT,SHORT,-6,8,0.75,0.875,0.75,0.875,0.625,0.75,0.875,0.75,0.75,0.8888888888888888,0.7777777777777778,0.7777777777777778
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 5,SHORT,SHORT,-6,8,0.75,0.75,0.75,0.625,0.625,0.625,0.875,0.75,0.75,0.75,0.8571428571428571,0.75
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 3,SHORT,SHORT,-6,8,1.0,0.625,1.0,0.5,1.0,0.5,0.9,0.9,0.9,0.7142857142857143,0.8333333333333334,0.7142857142857143
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 4,SHORT,SHORT,-6,8,0.625,0.875,0.5,0.75,0.375,0.5,0.7142857142857143,0.6666666666666666,0.5714285714285714,0.7777777777777778,0.625,0.5555555555555556
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 6,SHORT,SHORT,-6,8,0.875,0.875,0.75,0.625,0.5,0.375,0.7777777777777778,0.625,0.5555555555555556,0.6666666666666666,0.5714285714285714,0.4444444444444444
Short,maroon,Squeeze ON (black),maroon,Squeeze ON (black),Green Bar Line 5,Green Bar Line 4,NO TRADE,NO TRADE,0,8,1.0,1.0,0.875,1.0,0.75,0.875,0.8,0.7777777777777778,0.7,0.9,0.8,0.8
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 2,Green Bar Line 6,LONG,LONG,6,8,0.875,0.875,0.875,0.875,0.875,0.875,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 5,Green Bar Line 6,LONG,LONG,6,8,1.0,0.625,1.0,0.625,0.875,0.625,0.9,0.8,0.8,0.8571428571428571,0.8571428571428571,0.8571428571428571
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 1,Green Bar Line 5,SHORT,SHORT,-4,8,0.875,1.0,0.875,1.0,0.875,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9,0.9,0.9
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 2,Red Bar Line 6,SHORT,SHORT,-6,8,1.0,1.0,1.0,1.0,0.875,0.875,0.9,0.8,0.8,0.9,0.8,0.8
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 5,Green Bar Line 3,LONG,LONG,6,8,1.0,0.875,1.0,0.875,0.875,0.75,0.9,0.8,0.8,0.8888888888888888,0.7777777777777778,0.7777777777777778
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 4,SHORT,SHORT,-6,8,1.0,0.75,0.875,0.625,0.875,0.25,0.8,0.8888888888888888,0.8,0.75,0.42857142857142855,0.375
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 3,Red Bar Line 6,SHORT,SHORT,-6,8,0.75,1.0,0.75,1.0,0.625,0.75,0.875,0.75,0.75,0.9,0.7,0.7
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 1,Green Bar Line 1,SHORT,SHORT,-6,8,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 4,SHORT,SHORT,-6,8,1.0,1.0,0.875,0.875,0.875,0.875,0.8,0.8888888888888888,0.8,0.8,0.8888888888888888,0.8
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 2,Red Bar Line 1,LONG,LONG,6,8,1.0,0.875,1.0,0.75,0.875,0.75,0.9,0.8,0.8,0.7777777777777778,0.875,0.7777777777777778
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 1,Red Bar Line 5,SHORT,SHORT,-6,7,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
